carrier_id,side,scenario,n_seeds,food_eaten_mean,food_eaten_std,ticks_to_first_food_mean,ticks_to_first_food_std,ticks_alive_mean,ticks_alive_std,final_energy_mean,final_energy_std,distance_traveled_mean,distance_traveled_std,mean_speed_mean,mean_speed_std,mean_speed_while_moving_mean,mean_speed_while_moving_std,moving_fraction_mean,moving_fraction_std,movement_transitions_mean,movement_transitions_std,mean_rest_bout_mean,mean_rest_bout_std,mean_move_bout_mean,mean_move_bout_std,longest_rest_mean,longest_rest_std,longest_move_mean,longest_move_std,mean_abs_turn_mean,mean_abs_turn_std,turns_per_distance_mean,turns_per_distance_std,exploration_rate_mean,exploration_rate_std,steering_alignment_mean,steering_alignment_std,state_dependence_mean,state_dependence_std,bias_over_weights_mean,bias_over_weights_std,energy_efficiency_mean,energy_efficiency_std
1,parent,uniform,10,2.3,1.268857754044952,84.5,63.92534708548715,200.0,0.0,150.35600699152548,50.7272900826655,183.47862579524516,0.0038975321099095537,0.9173931289762258,1.9487660549552913e-05,0.9173931289762258,1.9487660549552913e-05,1.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,200.0,0.0,0.02700617187129683,0.008539306780039837,0.029438111916782438,0.00930886707059036,74.0,3.7416573867739413,0.7111906105918477,0.11173721551345839,0.3197850571910357,0.16139676026354408,980.4165209809582,0.0,4.313099577239042,2.397097401188075
1,cycle,uniform,10,2.6,1.2,67.7,44.65433909487408,200.0,0.0,162.3887249781887,48.0157040633378,179.53933585882186,0.7820587470689925,0.8976966792941093,0.003910293735344978,0.8976966792941093,0.003910293735344978,1.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,200.0,0.0,0.023430822887014074,0.005795891985975549,0.02608430897280869,0.0063760603229463045,69.0,4.898979485566356,0.7535545561099541,0.10849021370385348,0.33043285087448065,0.15033921584790555,4.834613997872888,0.0,4.89157410928142,2.290961233374558
1,parent,ahead,10,1.8,1.6,103.7,62.554056623052034,200.0,0.0,130.3131575750566,63.99664686007137,183.4831193625927,0.0013842955062273396,0.9174155968129635,6.921477531120915e-06,0.9174155968129635,6.921477531120915e-06,1.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,200.0,0.0,0.031268645681484485,0.002413057145318104,0.03408341275904223,0.002630420460106453,71.5,5.937171043518958,0.5144067019975365,0.09405215351480854,0.44830537328579495,0.11572901679275115,980.4165209809582,0.0,3.3742572205893215,3.023928834072977
1,cycle,ahead,10,3.7,2.193171219946131,61.0,13.091982279242513,200.0,0.0,206.38578913009974,87.70941018503753,178.85804848372936,0.3907498391167574,0.8942902424186469,0.0019537491955837947,0.8942902424186469,0.0019537491955837947,1.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,200.0,0.0,0.027130844571431226,0.004836672102813499,0.03034576633178139,0.005439343713038234,68.5,3.905124837953327,0.6441752087430627,0.2517417206839062,0.34193136123909607,0.10372442886136124,4.834613997872888,0.0,7.020465908911348,4.270123401243606
1,parent,behind,10,0.0,0.0,200.0,0.0,200.0,0.0,58.59942368816247,0.0,183.48395025730133,0.0,0.9174197512865067,0.0,0.9174197512865067,0.0,1.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,200.0,0.0,0.00263787989737466,0.0,0.0028753249465967297,0.0,70.0,0.0,0.0,0.0,0.0454146923337941,0.0,980.4165209809582,0.0,0.0,0.0
1,cycle,behind,10,0.0,0.0,200.0,0.0,200.0,0.0,58.54631704925523,0.0,179.36796435713768,0.0,0.8968398217856884,0.0,0.8968398217856884,0.0,1.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,200.0,0.0,0.008528473288752138,0.0,0.009509472128223726,0.0,70.0,0.0,0.0,0.0,0.0454146923337941,0.0,4.834613997872888,0.0,0.0,0.0
1,parent,left_right,10,1.4,1.1135528725660044,143.3,59.57021067614249,200.0,0.0,114.35315072168753,44.57967458405891,183.4829862266779,0.000935367072117002,0.9174149311333895,4.67683536059611e-06,0.9174149311333895,4.67683536059611e-06,1.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,200.0,0.0,0.027269996697956232,0.006379942719469525,0.029724806913212824,0.006954227312975866,67.5,3.3541019662496847,0.4113055477983425,0.24032991697422626,0.4261794319535605,0.12143037797882397,980.4165209809582,0.0,2.620796759681053,2.1052354719031308
1,cycle,left_right,10,5.6,2.5768197453450252,74.5,5.5,200.0,0.0,282.41709563747565,103.07310541298378,179.08543637394905,0.8088022482377962,0.8954271818697452,0.004044011241188962,0.8954271818697452,0.004044011241188962,1.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,200.0,0.0,0.022863254382777087,0.005466093686258884,0.025521409557624334,0.006030233302135824,65.5,2.692582403567252,0.5998776772805934,0.13664444604618958,0.24382937885643746,0.11620093656509009,4.834613997872888,0.0,10.74671141994076,5.0761713313478
1,parent,sparse,10,0.8,0.6,129.7,63.52487701680342,200.0,0.0,90.47792146881078,24.032584452580487,183.48322378098965,0.004426805355129777,0.9174161189049482,2.2134026775655385e-05,0.9174161189049482,2.2134026775655385e-05,1.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,200.0,0.0,0.014791734214129975,0.007379153405848655,0.016123391468615588,0.00804399916741727,68.5,8.077747210701755,0.6932808672964204,0.24850956582384418,0.16736221227441148,0.10784296433071988,980.4165209809582,0.0,1.4980293754155767,1.1280160533294472
1,cycle,sparse,10,1.2,0.9797958971132712,112.7,59.946726349317856,200.0,0.0,106.47561937526012,39.19035480064643,179.3129869580269,0.6710382297161062,0.8965649347901344,0.0033551911485805263,0.8965649347901344,0.0033551911485805263,1.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,200.0,0.0,0.015873127683866187,0.004768177319970378,0.017690770618019595,0.005255266112594657,72.0,4.58257569495584,0.7813485188973011,0.0665211203864862,0.1796088668822391,0.1386179444122154,4.834613997872888,0.0,2.2525713384041914,1.8508930332064872
1,parent,dense,10,2.6,0.8,61.9,43.18205645867274,200.0,0.0,162.26894466993346,32.03579695455826,183.47358222305775,0.004577036859672944,0.9173679111152887,2.2885184298359592e-05,0.9173679111152887,2.2885184298359592e-05,1.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,200.0,0.0,0.03573762189136323,0.008262515343062151,0.038956896357003154,0.009007632742090908,70.0,6.708203932499369,0.6636334649711837,0.19043490074541053,0.4193857224707198,0.11533792202514002,980.4165209809582,0.0,4.857980532491249,1.5166647471366026
1,cycle,dense,10,3.8,1.98997487421324,62.9,47.72724588743834,200.0,0.0,210.22801432007086,79.51264703522482,180.5454179495573,1.0586359026479963,0.9027270897477865,0.0052931795132399794,0.9027270897477865,0.0052931795132399794,1.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,200.0,0.0,0.03447147824516287,0.009897876231037947,0.038133729739850894,0.010740562589196426,72.0,7.14142842854285,0.7916291928367549,0.0888140657913387,0.43578297308867253,0.14937812409469473,4.834613997872888,0.0,7.141896934187208,3.7740834128653553
1,parent,relocating,10,0.0,0.0,200.0,0.0,200.0,0.0,58.542731415729925,0.09998915278362734,183.48328396975995,0.0014331597275658037,0.9174164198487997,7.165798637829025e-06,0.9174164198487997,7.165798637829025e-06,1.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,200.0,0.0,0.008310438578337197,0.010000814099759392,0.009058546505814325,0.010901046812652427,70.0,3.872983346207417,0.07769823392894601,0.1703676556688475,0.10151204638718381,0.11209393133735351,980.4165209809582,0.0,0.0,0.0
